Episode,Turn,Speaker,Text
2,25,Gretchen,"Yeah, and different languages kind of carve up the pronoun space differently. I think a lot of languages make a distinction between the person who's doing the talking -- this is the 'I' or 'we', I'm either talking on behalf of myself on behalf of a group -- and the person who's being talked to, which is the you - you singular, you plural. English used to have 'thou' and 'thee' to be a singular second person pronoun, and now we have innovative plural forms like 'you all' and 'you guys' and 'y'all' and a whole bunch of others."
2,26,Lauren,'youse'. 'youse' is the Australian one.
2,27,Gretchen,"Good, so we have all of these different ways of carving up the the pronoun space. And then in the third person pronouns we have a whole bunch of different ways -"
2,28,Lauren,"And even within the first and second person, so the first being 'me' and second being 'you' - even within those there are lots of different ways to carve up the space, and lots of different languages do different things that are really neat. One thing I like about Yolmo, which is a Tibetan language that I work with, is that they have inclusive and exclusive versions of 'us', and the inclusion and exclusion is referring to the person that you're speaking to. So you can use one form and it means 'we including you who I'm talking to you right now are all going to go to the cinema' and then there's a 'we are all going to the cinema but we're not including you who I'm talking to right now in that group of we' which I think is a socially very handy thing to have."
2,29,Gretchen,"Yeah it makes the difference between 'we're going to the movies, are you ready yet?' and 'we're going to the movies, see you later!'"
2,30,Lauren,"Yep, as someone who is incredibly incapable of reading social interactions very well, I think this kind of thing in English would be so handy to know if you're included in the trip to drinks after work, or if you're included in the meeting or something like that."
2,31,Gretchen,"Yeah, it's a it's a really useful distinction this inclusive and exclusive we, and English doesn't have it. That's one of things I wish English had"
2,32,Lauren,Yeah
2,33,Gretchen,"yeah, that's a fun one. And English is kind of gradually working on trying to figure out a plural 'you' form. We've got a bunch of different dialects but not a standard one for writing, and that's a massive lack because you want to be able to distinguish between 'are you coming?' and 'are all of you coming?' because, again, who's invited.?And then another distinction that gets made with second person pronouns, is you can make a lot of politeness distinctions in second person. So you can say 'you' informal, 'you' formal. So I speak French, and French makes a distinction between 'tu' and 'vous' - where 'tu' is informal and also singular, and 'vous' can be either singular or plural. When it's singular it's formal. I find actually the weird thing about this is I get annoyed, because I don't have an equivalent of 'you all', like I don't have a way of being unambiguously plural, because sometimes you know if I go to a store and I want to say 'do you guys have any bananas?' or something and I don't want to imply..."
2,34,Lauren,As opposed to 'you specific cashier do you have any bananas with you right now?'
